Data,Número do pedido,Serviço,UF,CEP,Município,Valor previsto,Frete,Peso bruto (gr),Peso Bruto (Kg),Faixa de Peso,Total da Venda
31/05/2023,1257,.Package,RJ,22290-160,Rio de Janeiro,25,30,1800,2,1,190
30/05/2023,1226,.Package,RS,90450-110,Porto Alegre,17,30,1200,1,1,160
30/05/2023,1225,.Package,SP,05020-000,São Paulo,20,20,900,1,1,100
05/06/2023,1321,.Package,SP,01423-001,São Paulo,22,40,2300,2,2,400
30/05/2023,1243,.Package,RJ,22450-130,Rio de Janeiro,34,40,3600,4,2,360
30/05/2023,1284,.Package,CE,60192-072,Fortaleza,50,40,2450,2,2,230
30/05/2023,1235,.Package,SP,12216-141,São José dos Campos,23,20,1370,1,1,150
30/05/2023,1236,.Package,DF,70232-100,Brasília,36,40,2300,2,2,200
30/05/2023,1237,.Package,PR,86200-000,Ibiporã,36,40,2300,2,2,200
30/05/2023,1238,.Package,SP,07130-000,Guarulhos,28,30,2700,3,2,270
30/05/2023,1242,.Package,DF,70878-050,Brasília,37,40,2300,2,2,200
30/05/2023,1264,.Package,RR,69306-670,Boa Vista,44,10,900,1,1,90
30/05/2023,1262,.Package,RJ,25620-001,Petrópolis,24,20,900,1,1,100
30/05/2023,1241,.Package,RS,90520-620,Porto Alegre,16,20,900,1,1,100
30/05/2023,1240,.Package,SP,11030-161,Santos,22,20,900,1,1,100
30/05/2023,1246,.Package,SP,18703-460,Avaré,24,20,900,1,1,100
30/05/2023,1239,.Package,SP,05469-000,São Paulo,21,20,900,1,1,100
06/06/2023,1323,.Package,SC,89138-000,Ascurra,32,40,2300,2,2,4
30/05/2023,1249,.Package,PR,85864-000,Foz do Iguaçu,28,30,2700,3,2,270
30/05/2023,1260,.Package,DF,70660-054,Brasília,37,40,2300,2,2,200
30/05/2023,1261,.Package,SP,18078-677,Sorocaba,30,50,2400,2,2,310
30/05/2023,1263,.Package,PR,80230-000,Curitiba,20,20,940,1,1,120
30/05/2023,1244,.Package,SP,07602-315,Mairiporã,27,20,900,1,1,100
30/05/2023,1248,.Package,RJ,28908-120,Cabo Frio,33,40,2300,2,2,200
30/05/2023,1245,.Package,RS,96015-560,Pelotas,18,30,1800,2,1,190
30/05/2023,1266,.Package,SP,05350-000,São Paulo,28,30,2300,2,2,190
31/05/2023,1254,.Package,SP,05718-320,São Paulo,21,20,900,1,1,100
31/05/2023,1251,.Package,MG,30130-174,Belo Horizonte,26,30,1800,2,1,190
31/05/2023,1253,.Package,SC,89801-600,Chapecó,30,40,2450,2,2,230
31/05/2023,1250,.Package,SP,19015-160,Presidente Prudente,24,30,1800,2,1,190
31/05/2023,1268,.Package,GO,74810-180,Goiânia,28,20,900,1,1,100
31/05/2023,1259,.Package,SP,13212-439,Jundiaí,22,20,900,1,1,100
31/05/2023,1255,.Package,SP,05588-000,São Paulo,21,20,900,1,1,100
31/05/2023,1306,.Package,PB,58045-230,João Pessoa,39,20,900,1,1,100
02/06/2023,1305,.Package,SP,03320-001,São Paulo,28,40,2450,2,2,230
02/06/2023,1304,.Package,GO,74810-230,Goiânia,37,40,2300,2,2,200
03/06/2023,1307,.Package,MG,30550-140,Belo Horizonte,23,20,900,1,1,100
03/06/2023,1308,.Package,MG,38181-760,Araxá,35,40,2300,2,2,200
03/06/2023,1309,.Package,ES,29172-351,Serra,26,20,900,1,1,100
04/06/2023,1310,.Package,BA,40830-588,Salvador,33,20,900,1,1,100
04/06/2023,1311,.Package,SC,88801-030,Criciúma,24,30,1370,1,1,160
31/05/2023,1252,.Package,SP,12924-500,Bragança Paulista,32,50,2400,2,2,310
04/06/2023,1314,.Package,SE,49025-040,Aracaju,48,30,4000,4,2,360
04/06/2023,1315,.Package,SP,06470-000,Barueri,30,30,3000,3,2,275
04/06/2023,1313,.Package,SP,13561-394,São Carlos,22,30,1000,1,1,110
05/06/2023,1329,.Package,PR,80530-290,Curitiba,29,30,4000,4,2,330
06/06/2023,1328,.Package,DF,72445-010,Brasília,82,30,2000,2,1,195
06/06/2023,1333,.Package,PA,68040-014,Santarém,80,30,3000,3,2,275
06/06/2023,1332,.Package,SP,07095-070,Guarulhos,31,30,4000,4,2,330
06/06/2023,1331,.Package,PR,87010-370,Maringá,24,30,2000,2,1,200
07/06/2023,1336,.Package,BA,47810-032,Barreiras,46,45,1800,2,1,205
06/06/2023,1340,.Package,RS,90460-100,Porto Alegre,18,40,2300,2,2,200
05/06/2023,1341,.Package,BA,41770-095,Salvador,33,20,900,1,1,100
05/06/2023,1343,.Package,SC,89802-000,Chapecó,32,40,3200,3,2,280
06/06/2023,1337,.Package,SP,13331-363,Indaiatuba,29,50,2300,2,2,210
05/06/2023,1344,.Package,SE,49008-324,Aracaju,40,30,1800,2,1,190
06/06/2023,1338,.Package,RS,90470-430,Porto Alegre,22,60,4600,5,3,380
05/06/2023,1347,.Package,PR,80540-310,Curitiba,20,20,900,1,1,100
07/06/2023,1350,.Package,SP,05415-050,São Paulo,23,45,1800,2,1,205
07/06/2023,1353,.Package,SP,01155-040,São Paulo,31,30,4000,4,2,325
05/06/2023,1348,.Package,RS,95683-106,Canela,24,60,4600,5,3,380
11/06/2023,1373,.Package,RJ,22630-012,Rio de Janeiro,26,30,2000,2,1,166
04/06/2023,1372,.Package,RS,91380-410,Porto Alegre,20,30,4000,4,2,330
11/06/2023,1371,.Package,RJ,20520-052,Rio de Janeiro,38,40,3300,3,2,470
08/06/2023,1359,.Package,SP,18770-000,Águas de Santa Bárbara,35,45,940,1,1,145
09/06/2023,1360,.Package,SP,18523-454,Cerquilho,24,25,900,1,1,105
11/06/2023,1366,.Package,RS,90050-170,Porto Alegre,17,25,1370,1,1,155
12/06/2023,1376,.Package,SP,12926-674,Bragança Paulista,24,25,940,1,1,125
13/06/2023,1383,.Package,SP,09710-230,São Bernardo do Campo,23,40,1404,1,1,120
12/06/2023,1378,.Package,RS,95905-503,Lajeado,19,40,1404,1,1,120
08/06/2023,1394,.Package,MG,38411-201,Uberlândia,32,30,3000,3,2,275
13/06/2023,1398,.Package,SP,12916-420,Bragança Paulista,42,30,6000,6,3,480
12/06/2023,1396,.Package,SP,03642-030,São Paulo,23,64,2300,2,2,263
14/06/2023,1399,.Package,SP,14020-523,Ribeirão Preto,41,45,5300,5,3,745
13/06/2023,1392,.Package,SP,13482-371,Limeira,24,25,1800,2,1,185
13/06/2023,1387,.Package,SP,04640-020,São Paulo,21,25,900,1,1,105
13/06/2023,1391,.Package,PR,87020-015,Maringá,31,35,3300,3,2,465
13/06/2023,1389,.Package,RJ,20510-160,Rio de Janeiro,39,40,4600,5,3,360
12/06/2023,1381,.Package,SP,14020-523,Ribeirão Preto,29,25,2300,2,2,185
12/06/2023,1377,.Package,SC,89107-000,Pomerode,27,25,1800,2,1,185
30/05/2023,1421,.Package,RS,98780-245,Santa Rosa,20,30,1800,2,1,190
15/06/2023,1422,.Package,CE,60120-305,Fortaleza,47,40,2000,2,1,160
15/06/2023,1428,.Package,PR,83414-170,Colombo,30,30,4000,4,2,330
15/06/2023,1427,.Package,DF,70767-080,Brasília,34,30,2000,2,1,190
16/06/2023,1436,.Package,SP,01306-010,São Paulo,21,40,936,1,1,80
15/06/2023,1431,.Package,SP,12422-530,Pindamonhangaba,34,30,4000,4,2,330
14/06/2023,1416,.Package,SP,12125-292,Tremembé,35,30,4000,4,2,360
14/06/2023,1414,.Package,SP,05027-000,São Paulo,23,30,2000,2,1,200
15/06/2023,1430,.Package,SP,18044-020,Sorocaba,22,30,1000,1,1,110
14/06/2023,1415,.Package,RS,97015-070,Santa Maria,18,30,2000,2,1,195
15/06/2023,1425,.Package,RJ,22753-530,Rio de Janeiro,23,30,1000,1,1,115
15/06/2023,1426,.Package,SP,19025-360,Presidente Prudente,22,30,1000,1,1,115
15/06/2023,1429,.Package,RJ,22461-020,Rio de Janeiro,34,30,4000,4,2,330
16/06/2023,1452,.Package,CE,60864-311,Fortaleza,47,30,2000,2,1,195
17/06/2023,1447,.Package,SP,12242-000,São José dos Campos,22,25,940,1,1,125
16/06/2023,1453,.Package,RN,59022-250,Natal,94,30,8000,8,4,690
16/06/2023,1454,.Package,SP,05615-190,São Paulo,21,30,1000,1,1,115
17/06/2023,1455,.Package,SP,05303-000,São Paulo,23,30,2000,2,1,200
17/06/2023,1456,.Package,RN,59020-255,Natal,47,30,2000,2,1,190
17/06/2023,1457,.Package,MG,31270-310,Belo Horizonte,34,30,4000,4,2,360
18/06/2023,1462,.Package,SP,05425-050,São Paulo,21,30,1000,1,1,115
18/06/2023,1459,.Package,SE,49032-100,Aracaju,40,30,2000,2,1,195
18/06/2023,1461,.Package,RJ,22631-350,Rio de Janeiro,23,30,1000,1,1,110
18/06/2023,1460,.Package,SP,13478-450,Americana,29,30,3000,3,2,270
19/06/2023,1476,.Package,RJ,22041-012,Rio de Janeiro,26,30,2000,2,1,195
19/06/2023,1471,.Package,RJ,23073-410,Rio de Janeiro,41,30,4000,4,2,360
19/06/2023,1472,.Package,BA,40295-030,Salvador,48,30,4000,4,2,360
19/06/2023,1473,.Package,RJ,20550-050,Rio de Janeiro,36,30,4000,4,2,340
19/06/2023,1470,.Package,SP,09861-340,São Bernardo do Campo,23,64,2300,2,2,263
17/06/2023,1458,.Package,MG,30310-550,Belo Horizonte,25,64,1000,1,1,348
19/06/2023,1474,.Package,RJ,23906-540,Angra dos Reis,25,30,1000,1,1,110
19/06/2023,1478,.Package,SC,88840-000,Urussanga,37,25,2300,2,2,185
30/05/2023,1495,.Package,SP,13272-300,Valinhos,32,40,2450,2,2,230
20/06/2023,1492,.Package,BA,40150-130,Salvador,48,30,4000,4,2,360
20/06/2023,1491,.Package,RJ,22795-470,Rio de Janeiro,24,57,2300,2,2,216
20/06/2023,1484,.Package,PE,51130-040,Recife,47,50,1800,2,1,210
13/06/2023,1423,.Package,GO,76100-000,São Luís de Montes Belos,81,35,1500,2,1,180
13/06/2023,1424,.Package,RS,95760-000,São Sebastião do Caí,18,25,450,0,1,85
07/06/2023,1351,.Package,SC,89198-000,Rio do Campo,41,45,1350,1,1,185
13/06/2023,1386,.Package,DF,70655-654,Brasília,28,35,900,1,1,155
13/06/2023,1393,.Package,DF,70680-153,Brasília,28,35,900,1,1,155
30/05/2023,1160,.Package,SP,07095-010,Guarulhos,21,10,450,0,1,70
30/05/2023,1157,.Package,MG,30441-039,Belo Horizonte,23,10,900,1,1,130
30/05/2023,1505,.Package,MG,30492-020,Belo Horizonte,23,10,450,0,1,70
30/05/2023,1507,.Package,SP,04078-013,São Paulo,21,10,900,1,1,130
30/05/2023,1508,.Package,RO,76803-480,Porto Velho,36,10,450,0,1,70
30/05/2023,1162,.Package,SP,05376-120,São Paulo,28,30,2750,3,2,250
21/06/2023,1496,.Package,SP,13272-300,Valinhos,23,40,450,0,1,100
30/05/2023,1511,.Package,RR,69301-120,Boa Vista,51,30,1350,1,1,210
30/05/2023,1512,.Package,SP,01232-030,São Paulo,21,20,900,1,1,140
30/05/2023,1513,.Package,MG,30493-180,Belo Horizonte,23,20,450,0,1,80
30/05/2023,1514,.Package,SP,13425-075,Piracicaba,22,10,900,1,1,130
30/05/2023,1515,.Package,RJ,20040-003,Rio de Janeiro,24,20,900,1,1,140
30/05/2023,1506,.Package,SP,04013-000,São Paulo,21,10,900,1,1,130
30/05/2023,1516,.Package,SP,12242-800,São José dos Campos,22,20,900,1,1,140
22/06/2023,1498,.Package,SC,88304-520,Itajaí,25,25,1400,1,1,195
22/06/2023,1509,.Package,RS,92990-000,Eldorado do Sul,19,25,900,1,1,145
21/06/2023,1499,.Package,MS,79040-002,Campo Grande,25,64,2300,2,2,263
30/05/2023,1524,.Package,CE,63109-052,Crato,45,10,900,1,1,130
30/05/2023,1522,.Package,SP,13510-011,Santa Gertrudes,26,20,1350,1,1,200
31/05/2023,1525,.Package,SP,05061-100,São Paulo,21,20,900,1,1,140
02/06/2023,1520,.Package,RJ,22631-450,Rio de Janeiro,23,20,450,0,1,80
22/06/2023,1517,.Package,PR,80430-030,Curitiba,20,25,700,1,1,125
30/05/2023,1504,.Package,SP,01233-010,São Paulo,24,20,1800,2,1,260
30/05/2023,1503,.Package,RJ,25966-105,Teresópolis,27,10,900,1,1,130
30/05/2023,1502,.Package,SP,13418-190,Piracicaba,21,10,450,0,1,70
30/05/2023,1501,.Package,SC,89802-100,Chapecó,35,60,4400,4,3,400
30/05/2023,1518,.Package,SP,01551-030,São Paulo,21,10,450,0,1,70
30/05/2023,1523,.Package,PE,53025-080,Olinda,39,20,900,1,1,140
30/05/2023,1521,.Package,SP,01330-010,São Paulo,21,10,900,1,1,130
30/05/2023,1519,.Package,SC,89801-110,Chapecó,22,20,450,0,1,80
19/06/2023,1475,.Package,SP,13015-000,Campinas,50,30,3000,3,2,285
25/06/2023,1530,.Package,SP,14802-205,Araraquara,0,25,900,1,1,145
05/06/2023,1568,.Package,RS,90810-220,Porto Alegre,16,20,450,0,1,80
30/05/2023,1558,.Package,RJ,24240-185,Niterói,23,10,900,1,1,130
31/05/2023,1539,.Package,SP,12412-520,Pindamonhangaba,24,20,900,1,1,140
30/05/2023,1556,.Package,PR,82400-000,Curitiba,20,20,450,0,1,80
23/06/2023,1527,.Package,SP,06030-302,Osasco,23,25,1600,2,1,205
30/05/2023,1570,.Package,MG,30180-101,Belo Horizonte,23,10,450,0,1,70
06/06/2023,1550,.Package,ES,29045-410,Vitória,30,40,1800,2,1,280
31/05/2023,1549,.Package,SP,13098-315,Campinas,22,20,900,1,1,140
31/05/2023,1564,.Package,SP,04645-040,São Paulo,23,30,1050,1,1,180
04/06/2023,1544,.Package,SP,03086-040,São Paulo,21,20,450,0,1,80
31/05/2023,1563,.Package,SP,13420-130,Piracicaba,29,40,2750,3,2,260
04/06/2023,1542,.Package,ES,29101-022,Vila Velha,26,20,450,0,1,80
30/05/2023,1561,.Package,SP,04364-000,São Paulo,28,40,2750,3,2,260
31/05/2023,1548,.Package,ES,29056-035,Vitória,26,20,900,1,1,140
30/05/2023,1569,.Package,SP,04542-051,São Paulo,24,30,1800,2,1,270
30/05/2023,1500,.Package,SP,13024-490,Campinas,33,20,4100,4,3,380
30/05/2023,1541,.Package,SP,01455-900,São Paulo,21,10,450,0,1,70
06/06/2023,1572,.Package,RS,92519-500,Montenegro,18,20,450,0,1,80
30/05/2023,1536,.Package,SP,13870-120,São João da Boa Vista,23,10,450,0,1,70
31/05/2023,1560,.Package,RJ,25070-350,Duque de Caxias,25,20,900,1,1,140
30/05/2023,1535,.Package,SP,02415-090,São Paulo,24,20,1800,2,1,260
26/06/2023,1573,.Package,SP,03807-320,São Paulo,22,25,900,1,1,145
24/06/2023,1528,.Package,RS,96200-290,Rio Grande,19,25,2740,3,2,285
30/05/2023,1565,.Package,SP,04204-001,São Paulo,21,20,450,0,1,80
30/05/2023,1546,.Package,SP,11030-370,Santos,22,20,900,1,1,140
30/05/2023,1554,.Package,SP,04660-000,São Paulo,21,10,450,0,1,70
30/05/2023,1553,.Package,SP,04535-010,São Paulo,21,10,900,1,1,130
30/05/2023,1571,.Package,BA,40295-050,Salvador,33,10,450,0,1,70
30/05/2023,1547,.Package,PR,83833-020,Fazenda Rio Grande,23,20,900,1,1,140
30/05/2023,1543,.Package,SP,14020-605,Ribeirão Preto,21,10,450,0,1,70
30/05/2023,1534,.Package,SP,05007-000,Perdizes,21,20,900,1,1,140
30/05/2023,1567,.Package,SP,06540-285,Santana de Parnaíba,21,20,450,0,1,80
30/05/2023,1531,.Package,SP,13100-064,Campinas,22,20,900,1,1,140
30/05/2023,1532,.Package,SC,89520-000,Curitibanos,27,20,900,1,1,140
30/05/2023,1533,.Package,SP,05083-060,São Paulo,25,20,1800,2,1,260
30/05/2023,1538,.Package,SP,03310-000,São Paulo,23,20,1350,1,1,200
30/05/2023,1537,.Package,SP,01404-000,São Paulo,23,30,1350,1,1,210
30/05/2023,1545,.Package,SP,17017-332,Bauru,21,10,450,0,1,70
30/05/2023,1540,.Package,SP,04559-003,São Paulo,21,20,900,1,1,140
30/05/2023,1559,.Package,SC,88054-600,Florianópolis,21,10,450,0,1,70
30/05/2023,1566,.Package,SP,18400-370,Itapeva,27,30,1800,2,1,270
30/05/2023,1551,.Package,ES,29101-735,Vila Velha,26,20,900,1,1,140
30/05/2023,1562,.Package,PR,86050-500,Londrina,21,10,900,1,1,130
30/05/2023,1616,.Package,SP,13211-570,Jundiaí,24,20,1350,1,1,160
03/06/2023,1577,.Package,RS,94155-440,Gravataí,19,30,1800,2,1,270
30/05/2023,1704,.Package,MS,79802-021,Dourados,25,20,900,1,1,140
05/06/2023,1594,.Package,RJ,25953-190,Teresópolis,36,30,2250,2,2,250
03/06/2023,1576,.Package,SP,01259-010,São Paulo,23,30,1800,2,1,230
03/06/2023,1597,.Package,SP,04532-000,São Paulo,21,20,450,0,1,80
30/05/2023,1693,.Package,SC,88790-000,Laguna,33,20,1800,2,1,260
30/05/2023,1625,.Package,DF,71929-540,Brasília,28,10,450,0,1,70
30/05/2023,1165,.Package,PR,85864-320,Foz do Iguaçu,20,10,600,1,1,100
21/06/2023,1494,.Package,RJ,22776-070,Rio de Janeiro,24,30,900,1,1,150
30/05/2023,1690,.Package,SC,89050-460,Blumenau,25,20,1800,2,1,260
30/05/2023,1689,.Package,RS,97501-570,Uruguaiana,20,20,1800,2,1,260
30/05/2023,1618,.Package,RS,97542-160,Alegrete,18,10,450,0,1,70
30/05/2023,1613,.Package,ES,29102-010,Vila Velha,26,10,900,1,1,130
30/05/2023,1614,.Package,SP,18707-310,Avaré,26,20,1350,1,1,200
30/05/2023,1631,.Package,RS,95250-000,Antônio Prado,24,10,900,1,1,130
06/06/2023,1590,.Package,SP,18103-758,Sorocaba,29,40,2250,2,2,260
30/05/2023,1626,.Package,SP,01426-002,São Paulo,39,10,900,1,1,130
30/05/2023,1628,.Package,SP,05470-020,São Paulo,21,10,900,1,1,130
06/06/2023,1592,.Package,RS,97590-000,Rosário do Sul,18,20,450,0,1,80
30/05/2023,1619,.Package,PR,86630-000,Centenário do Sul,34,10,900,1,1,130
30/05/2023,1611,.Package,DF,70385-110,Brasília,34,20,1800,2,1,260
30/05/2023,1610,.Package,SP,05021-010,São Paulo,24,20,1800,2,1,260
30/05/2023,1694,.Package,SP,15150-000,Monte Aprazível,25,10,450,0,1,70
30/05/2023,1695,.Package,SP,01241-000,São Paulo,21,10,450,0,1,70
30/05/2023,1691,.Package,RN,59056-285,Natal,39,10,450,0,1,70
30/05/2023,1699,.Package,SP,09820-135,São Bernardo do Campo,21,10,920,1,1,120
30/05/2023,1700,.Package,RJ,22431-001,Rio de Janeiro,26,20,1350,1,1,200
30/05/2023,1621,.Package,PR,85857-060,Foz do Iguaçu,21,10,900,1,1,130
30/05/2023,1617,.Package,SC,88240-000,São João Batista,24,10,450,0,1,70
30/05/2023,1609,.Package,RS,90420-170,Porto Alegre,26,60,5400,5,3,780
06/06/2023,1593,.Package,SP,04018-030,São Paulo,28,50,2750,3,2,270
05/06/2023,1586,.Package,RS,91787-590,Porto Alegre,16,20,450,0,1,80
30/05/2023,1606,.Package,BA,41741-110,Salvador,23,10,920,1,1,120
30/05/2023,1608,.Package,SP,01534-000,São Paulo,21,10,450,0,1,70
30/05/2023,1702,.Package,SP,13903-150,Amparo,23,10,450,0,1,70
30/05/2023,1701,.Package,SP,06540-325,Santana de Parnaíba,24,20,1800,2,1,260
30/05/2023,1685,.Package,RN,59040-020,Natal,39,10,450,0,1,70
30/05/2023,1697,.Package,SP,17018-902,Bauru,25,20,1800,2,1,260
30/05/2023,1686,.Package,SP,17054-330,Bauru,22,10,900,1,1,130
30/05/2023,1692,.Package,SP,04509-000,São Paulo,23,20,1350,1,1,200
30/05/2023,1687,.Package,SP,11700-170,Praia Grande,21,10,450,0,1,70
30/05/2023,1688,.Package,SP,14085-200,Ribeirão Preto,22,10,450,0,1,70
30/05/2023,1620,.Package,SP,01416-000,São Paulo,21,10,900,1,1,130
22/06/2023,1676,.Package,DF,70673-461,Brasília,38,30,3000,3,2,280
22/06/2023,1675,.Package,PE,53130-410,Olinda,40,30,2300,2,2,229
23/06/2023,1667,.Package,SP,01536-000,São Paulo,22,30,2300,2,2,229
23/06/2023,1669,.Package,SP,17206-610,Jaú,25,30,2300,2,2,229
31/05/2023,2052,.Package,RJ,24030-040,Niterói,24,20,450,0,1,80
31/05/2023,2060,.Package,MT,78060-634,Cuiabá,35,30,1800,2,1,270
29/05/2023,1727,.Package,SP,04571-090,São Paulo,21,20,900,1,1,140
30/05/2023,1756,.Package,SC,88330-033,Balneário Camboriú,27,20,1800,2,1,260
30/05/2023,1750,.Package,PR,85960-000,Marechal Cândido Rondon,22,10,450,0,1,70
30/05/2023,1752,.Package,SP,04726-230,São Paulo,24,20,1800,2,1,260
30/05/2023,1748,.Package,DF,71931-000,Brasília,28,10,450,0,1,70
30/05/2023,1716,.Package,SP,18016-000,Sorocaba,29,30,2100,2,2,280
30/05/2023,1746,.Package,SP,14404-665,Franca,22,10,900,1,1,130
30/05/2023,1751,.Package,SP,04032-120,São Paulo,29,30,2250,2,2,330
30/05/2023,1612,.Package,SP,01510-000,São Paulo,21,10,900,1,1,130
30/05/2023,1629,.Package,SP,14110-000,Ribeirão Preto,22,10,900,1,1,130
30/05/2023,1622,.Package,CE,60125-070,Fortaleza,39,10,450,0,1,70
30/05/2023,1623,.Package,SP,09080-010,Santo André,21,10,900,1,1,130
30/05/2023,1627,.Package,SP,03164-300,São Paulo,24,20,1800,2,1,260
30/05/2023,1753,.Package,SC,88164-220,Biguaçu,24,10,900,1,1,130
30/05/2023,1604,.Package,SP,05056-020,São Paulo,21,10,450,0,1,70
30/05/2023,1605,.Package,SP,06472-005,Barueri,21,10,450,0,1,70
30/05/2023,1615,.Package,RJ,22020-002,Rio de Janeiro,26,20,1800,2,1,260
27/06/2023,1681,.Package,RS,92022-095,Canoas,16,25,700,1,1,125
30/05/2023,1624,.Package,SP,13211-410,Jundiaí,24,20,1390,1,1,180
27/06/2023,1632,.Package,RJ,20540-216,Rio de Janeiro,24,30,450,0,1,90
30/05/2023,1739,.Package,PR,80540-240,Curitiba,23,20,1350,1,1,200
30/05/2023,1734,.Package,MG,38610-001,Unaí,34,20,1800,2,1,260
30/05/2023,1755,.Package,MA,65068-802,São Luís,39,10,450,0,1,70
29/05/2023,1728,.Package,RS,90540-031,Porto Alegre,18,40,1800,2,1,280
30/05/2023,1759,.Package,SP,09090-060,Santo André,24,20,1800,2,1,260
30/05/2023,1747,.Package,MG,35430-028,Ponte Nova,26,10,900,1,1,130
29/05/2023,1729,.Package,AM,69055-080,Manaus,44,20,900,1,1,140
30/05/2023,1749,.Package,SP,13465-680,Americana,22,10,900,1,1,130
30/05/2023,1737,.Package,PR,85865-130,Foz do Iguaçu,21,10,900,1,1,130
30/05/2023,1555,.Package,SP,07500-000,Santa Isabel,25,10,450,0,1,70
30/05/2023,1552,.Package,BA,47850-005,Luís Eduardo Magalhães,96,20,1350,1,1,200
03/06/2023,1598,.Package,SP,01423-002,São Paulo,21,20,450,0,1,80
05/06/2023,1582,.Package,RS,90430-131,Porto Alegre,16,20,450,0,1,80
02/06/2023,1596,.Package,SP,04635-040,São Paulo,23,30,1370,1,1,200
30/05/2023,1599,.Package,CE,61775-202,Eusébio,112,10,450,0,1,70
06/06/2023,1591,.Package,PB,58600-000,Santa Luzia,117,40,900,1,1,160
30/05/2023,1607,.Package,SP,05015-000,São Paulo,25,20,1800,2,1,260
30/05/2023,1602,.Package,SP,04734-010,São Paulo,21,10,900,1,1,130
30/05/2023,1603,.Package,PB,58037-700,João Pessoa,39,10,450,0,1,70
04/06/2023,1580,.Package,TO,77015-269,Palmas,40,30,1350,1,1,210
30/05/2023,1557,.Package,SP,01239-011,São Paulo,21,20,900,1,1,140
30/05/2023,1745,.Package,SP,05311-000,São Paulo,21,10,900,1,1,130
30/05/2023,1761,.Package,PR,81200-620,Curitiba,20,10,920,1,1,120
30/05/2023,1717,.Package,SP,04011-060,São Paulo,23,20,1350,1,1,200
30/05/2023,1762,.Package,RS,93030-230,São Leopoldo,18,20,1350,1,1,160
30/05/2023,1735,.Package,SP,01240-030,São Paulo,23,20,1350,1,1,200
30/05/2023,1707,.Package,SP,04623-050,São Paulo,21,10,900,1,1,130
30/05/2023,1743,.Package,RS,95595-000,Cidreira,19,10,900,1,1,130
27/06/2023,1634,.Package,MG,30360-260,Belo Horizonte,24,30,2300,2,2,229
26/06/2023,1648,.Package,SP,05068-010,São Paulo,22,30,2300,2,2,229
26/06/2023,1637,.Package,SP,09891-420,São Bernardo do Campo,23,30,2300,2,2,229
26/06/2023,1646,.Package,SP,09230-610,Santo André,23,30,2300,2,2,229
26/06/2023,1641,.Package,PR,86020-061,Londrina,21,30,2300,2,2,229
30/05/2023,1708,.Package,ES,29101-200,Vila Velha,30,20,1800,2,1,260
30/05/2023,1711,.Package,TO,77700-000,Guaraí,87,10,900,1,1,130
13/06/2023,1382,.Package,RJ,20530-002,Rio de Janeiro,24,30,450,0,1,90
30/05/2023,1797,.Package,RJ,28650-000,Duas Barras,38,20,450,0,1,80
30/05/2023,1820,.Package,SP,12914-425,Bragança Paulista,27,30,1800,2,1,270
30/05/2023,1719,.Package,SP,04520-013,São Paulo,21,10,900,1,1,130
30/05/2023,1843,.Package,SP,04823-150,São Paulo,22,20,900,1,1,140
30/05/2023,2075,.Package,MG,31275-030,Belo Horizonte,23,20,900,1,1,140
31/05/2023,1952,.Package,PE,52041-015,Recife,48,30,1800,2,1,270
31/05/2023,2015,.Package,SP,13607-552,Araras,32,30,2250,2,2,250
01/06/2023,2080,.Package,SP,04786-037,São Paulo,21,20,900,1,1,140
30/05/2023,1825,.Package,RJ,27935-170,Macaé,24,20,900,1,1,100
30/05/2023,1823,.Package,SP,11060-440,Santos,22,20,450,0,1,80
30/05/2023,1822,.Package,SP,17900-000,Dracena,21,20,940,1,1,120
30/05/2023,1826,.Package,RS,92020-510,Canoas,18,40,1650,2,1,230
30/05/2023,1821,.Package,SP,05547-030,São Paulo,24,30,1350,1,1,170
30/05/2023,1824,.Package,SP,05630-080,São Paulo,21,20,900,1,1,140
30/05/2023,1814,.Package,SP,04006-052,São Paulo,21,20,900,1,1,140
30/05/2023,1819,.Package,RS,90130-150,Porto Alegre,16,20,450,0,1,80
30/05/2023,1722,.Package,DF,70330-060,Brasília,34,20,1800,2,1,260
30/05/2023,1815,.Package,SP,01424-001,São Paulo,21,20,900,1,1,140
30/05/2023,1828,.Package,SP,05436-020,São Paulo,23,30,1350,1,1,210
30/05/2023,1818,.Package,SP,09210-010,Santo André,21,20,450,0,1,80
30/05/2023,1810,.Package,RJ,24230-005,Niterói,26,30,1350,1,1,210
30/05/2023,1827,.Package,SP,04544-150,São Paulo,24,30,1800,2,1,270
30/05/2023,1817,.Package,RS,90670-150,Porto Alegre,16,20,450,0,1,80
30/05/2023,1811,.Package,SP,04202-021,São Paulo,24,30,1350,1,1,210
30/05/2023,1816,.Package,RN,59064-570,Natal,39,20,450,0,1,80
30/05/2023,1813,.Package,SP,01420-000,São Paulo,21,20,900,1,1,140
30/05/2023,1803,.Package,SP,13087-610,Campinas,22,20,900,1,1,140
30/05/2023,1829,.Package,SC,89809-506,Chapecó,22,20,450,0,1,80
30/05/2023,1831,.Package,RJ,28621-510,Nova Friburgo,30,30,1800,2,1,270
30/05/2023,1712,.Package,SP,04174-170,São Paulo,21,10,900,1,1,130
30/05/2023,1807,.Package,MT,78575-000,Juara,74,20,900,1,1,140
30/05/2023,1833,.Package,SP,09780-350,São Bernardo do Campo,21,20,450,0,1,80
30/05/2023,1834,.Package,SP,06544-460,Santana de Parnaíba,23,30,1350,1,1,210
30/05/2023,1835,.Package,SP,13590-000,Dourado,32,20,450,0,1,80
